"","VALUE","Freq","BPS_CODE","ZONE","BPS_MODEL","BPS_NAME","GROUPVEG","FRI_REPLAC","FRI_MIXED","FRI_SURFAC","FRI_ALLFIR","PRC_REPLAC","PRC_MIXED","PRC_SURFAC","FRG_NEW","R","G","B","RED","GREEN","BLUE","ACRES","REL_PERCENT"
"76",805,4353,10350,7,"10350_1_2_7","North Pacific Dry Douglas-fir(-Madrone) Forest and Woodland","Conifer",367,70,90,35,10,50,40,"I-C",137,68,68,0.537254902,0.266666667,0.266666667,968,0
"77",807,289,10380,7,"10380_1_7","North Pacific Maritime Mesic Subalpine Parkland","Conifer",5183,NA,NA,5183,100,NA,NA,"V-B",255,145,0,1,0.568627451,0,64,0
"78",808,5633,10390,7,"10390_1_2_3_7","North Pacific Maritime Mesic-Wet Douglas-fir-Western Hemlock Forest","Conifer",404,NA,NA,404,100,NA,NA,"V-A",170,227,170,0.666666667,0.890196078,0.666666667,1253,0
"79",811,267,10420,7,"10420_1_7","North Pacific Mesic Western Hemlock-Silver Fir Forest","Conifer",3606,1742,NA,1172,33,67,NA,"V-B",249,189,252,0.976470588,0.741176471,0.988235294,59,0
"80",812,3581,10431,7,"10431_2_3_6_7","Mediterranean California Mixed Evergreen Forest-Interior","Conifer",165,46,23,14,9,30,61,"I-B",164,196,143,0.643137255,0.768627451,0.560784314,796,0
"81",813,1554,10440,7,"10440_3_6_7","Northern California Mesic Subalpine Woodland","Conifer",504,929,NA,327,65,35,NA,"V-A",255,133,0,1,0.521568627,0,346,0
"82",814,1019,10450,7,"10450_1_7_8_9","Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest","Conifer",184,107,32,22,12,21,67,"I-C",200,209,255,0.784313725,0.819607843,1,227,0
"83",815,255,10460,7,"10460_1_7_9","Northern Rocky Mountain Subalpine Woodland and Parkland","Conifer",345,79,NA,64,19,81,NA,"III-A",255,170,0,1,0.666666667,0,57,0
"84",816,4639,10531,7,"10531_1_7_8_9","Northern Rocky Mountain Ponderosa Pine Woodland and Savanna-Mesic","Conifer",273,78,19,14,6,18,76,"I-B",168,85,0,0.658823529,0.333333333,0,1032,0
"85",817,37,10532,7,"10532_7_9","Northern Rocky Mountain Ponderosa Pine Woodland and Savanna-Xeric","Conifer",258,100,136,47,18,47,35,"III-A",168,120,0,0.658823529,0.470588235,0,8,0
"86",818,1131,10560,7,"10560_1_7_8_9","Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland","Conifer",120,415,NA,93,78,22,NA,"III-A",56,168,0,0.219607843,0.658823529,0,252,0
"87",819,399,10580,7,"10580_7","Sierra Nevada Subalpine Lodgepole Pine Forest and Woodland","Conifer",91,NA,650,80,88,NA,12,"IV-A",127,234,0,0.498039216,0.917647059,0,89,0
"88",821,6415,10620,7,"10620_7_9","Inter-Mountain Basins Curl-leaf Mountain Mahogany Woodland and Shrubland","Shrubland",243,213,244,77,32,36,32,"III-A",191,19,230,0.749019608,0.074509804,0.901960784,1427,0
"89",822,49,10630,7,"10630_2_7","North Pacific Broadleaf Landslide Forest and Shrubland","Hardwood",100,498,NA,83,83,17,NA,"IV-A",255,247,163,1,0.968627451,0.639215686,11,0
